Semester,Score,Score Range
1.2015-2016,0,0to5
1.2015-2016,9,8to10
1.2015-2016,0,0to5
1.2015-2016,9,8to10
1.2014-2015,8.6,8to10
1.2015-2016,8.7,8to10
1.2014-2015,9.1,8to10
1.2015-2016,6.3,5to8
1.2015-2016,0,0to5
1.2014-2015,7.2,5to8
1.2014-2015,7.1,5to8
1.2014-2015,5,5to8
1.2015-2016,7.3,5to8
1.2015-2016,6.7,5to8
1.2015-2016,7.6,5to8
1.2015-2016,5.2,5to8
1.2014-2015,0,0to5
1.2015-2016,5.4,5to8
1.2015-2016,8.1,8to10
1.2015-2016,8.4,8to10
1.2015-2016,8.1,8to10
1.2015-2016,6.3,5to8
1.2015-2016,6.3,5to8
1.2015-2016,7.8,5to8
1.2014-2015,8.2,8to10
1.2014-2015,5.2,5to8
1.2015-2016,8.8,8to10
1.2015-2016,6.2,5to8
1.2014-2015,8.7,8to10
1.2015-2016,4.6,0to5
1.2014-2015,4.8,0to5
1.2015-2016,8.3,8to10
1.2014-2015,8.8,8to10
1.2015-2016,7.5,5to8
1.2014-2015,6,5to8
1.2015-2016,3.7,0to5
1.2015-2016,7.6,5to8
1.2014-2015,7.6,5to8
1.2015-2016,5.2,5to8
1.2015-2016,4.6,0to5
1.2014-2015,8.1,8to10
1.2015-2016,4.2,0to5
1.2015-2016,6.8,5to8
1.2015-2016,4.7,0to5
1.2015-2016,5.3,5to8
1.2015-2016,5.4,5to8
1.2015-2016,6.2,5to8
1.2015-2016,4.1,0to5
1.2015-2016,7.9,5to8
1.2015-2016,7.6,5to8
1.2014-2015,6,5to8
1.2014-2015,8.6,8to10
1.2014-2015,0,0to5
1.2014-2015,1.8,0to5
1.2014-2015,0.4,0to5
1.2014-2015,9.1,8to10
1.2014-2015,2.4,0to5
1.2015-2016,6.6,5to8
1.2014-2015,0.8,0to5
1.2014-2015,7.3,5to8
1.2014-2015,7.7,5to8
1.2014-2015,2,0to5
1.2014-2015,6,5to8
1.2014-2015,7.5,5to8
1.2014-2015,6.6,5to8
1.2014-2015,8.1,8to10
1.2014-2015,0.4,0to5
1.2014-2015,7.8,5to8
1.2014-2015,7.6,5to8
1.2014-2015,7.3,5to8
1.2014-2015,6.8,5to8
1.2014-2015,7.6,5to8
1.2014-2015,7.2,5to8
1.2014-2015,7.3,5to8
1.2014-2015,7.4,5to8
1.2014-2015,6,5to8
1.2014-2015,0,0to5
1.2014-2015,8.2,8to10
1.2014-2015,8.1,8to10
1.2014-2015,5.1,5to8
1.2014-2015,7.6,5to8
1.2014-2015,7.3,5to8
1.2014-2015,0.4,0to5
1.2015-2016,6.9,5to8
1.2014-2015,8.6,8to10
1.2014-2015,6.5,5to8
1.2014-2015,3.2,0to5
1.2015-2016,0,0to5
1.2014-2015,6.7,5to8
1.2014-2015,5.5,5to8
1.2014-2015,7.6,5to8
1.2015-2016,5.1,5to8
1.2014-2015,5.1,5to8
1.2014-2015,5,5to8
1.2014-2015,4.4,0to5
1.2014-2015,7.2,5to8
1.2014-2015,4.6,0to5
1.2014-2015,5.9,5to8
1.2014-2015,1.4,0to5
1.2014-2015,2.6,0to5
1.2014-2015,5.1,5to8
1.2015-2016,6.6,5to8
1.2014-2015,7.1,5to8
1.2014-2015,2.4,0to5
1.2014-2015,6.5,5to8
1.2014-2015,5.8,5to8
1.2014-2015,4.4,0to5
1.2014-2015,8.3,8to10
1.2014-2015,6,5to8
1.2014-2015,0,0to5
1.2014-2015,6.7,5to8
1.2014-2015,6.8,5to8
1.2014-2015,4.4,0to5
1.2014-2015,7,5to8
1.2014-2015,8.1,8to10
1.2014-2015,6.8,5to8
1.2014-2015,0,0to5
1.2015-2016,5.1,5to8
1.2014-2015,6.1,5to8
1.2013-2014,8,8to10
1.2013-2014,7.6,5to8
1.2013-2014,8.3,8to10
1.2013-2014,5.9,5to8
1.2014-2015,8,8to10
1.2013-2014,9.2,8to10
1.2013-2014,7.9,5to8
1.2014-2015,6.9,5to8
1.2014-2015,8,8to10
1.2013-2014,6.9,5to8
1.2013-2014,7.5,5to8
1.2013-2014,6.6,5to8
1.2013-2014,8.3,8to10
1.2013-2014,0,0to5
1.2012-2013,7.8,5to8
1.2012-2013,7.4,5to8
1.2012-2013,6.5,5to8
1.2012-2013,5.5,5to8
1.2012-2013,6.7,5to8
1.2012-2013,8.5,8to10
1.2012-2013,6.1,5to8
1.2012-2013,7.8,5to8
1.2012-2013,8.4,8to10
1.2012-2013,8.7,8to10
1.2012-2013,5.8,5to8
1.2012-2013,7.5,5to8
1.2012-2013,7.8,5to8
1.2012-2013,8.2,8to10
1.2012-2013,7.3,5to8
1.2012-2013,4.9,0to5
1.2012-2013,5.1,5to8
1.2011-2012,8,8to10
1.2011-2012,7.8,5to8
1.2011-2012,8.7,8to10
1.2011-2012,8.9,8to10
1.2011-2012,7.5,5to8
1.2011-2012,7.5,5to8
1.2011-2012,6.3,5to8
1.2011-2012,4.2,0to5
1.2011-2012,7.7,5to8
1.2011-2012,8.7,8to10
1.2011-2012,5.7,5to8
1.2011-2012,5.4,5to8
1.2011-2012,8.3,8to10
1.2011-2012,0.8,0to5
1.2011-2012,7.6,5to8
1.2011-2012,3.7,0to5
1.2011-2012,8.6,8to10
1.2011-2012,4.8,0to5
1.2011-2012,7.8,5to8
1.2011-2012,7.4,5to8
1.2011-2012,6.7,5to8
1.2011-2012,5.7,5to8
1.2011-2012,6.9,5to8
1.2011-2012,6.8,5to8
1.2011-2012,5.8,5to8
1.2011-2012,7.8,5to8
1.2011-2012,6,5to8
