Semester,Score,Score Range
2.2014-2015,7.5,5to8
2.2014-2015,7,5to8
2.2014-2015,8,8to10
2.2014-2015,8,8to10
2.2014-2015,7.5,5to8
2.2014-2015,6.5,5to8
2.2014-2015,3,0to5
2.2014-2015,0,0to5
2.2014-2015,7,5to8
2.2014-2015,7,5to8
2.2014-2015,7.5,5to8
2.2014-2015,8,8to10
2.2014-2015,8,8to10
2.2014-2015,5.5,5to8
2.2014-2015,0,0to5
2.2014-2015,9,8to10
2.2014-2015,8,8to10
2.2014-2015,9,8to10
2.2014-2015,0,0to5
2.2014-2015,6,5to8
2.2014-2015,6.5,5to8
2.2014-2015,6,5to8
2.2014-2015,7.5,5to8
2.2014-2015,0,0to5
2.2014-2015,8.5,8to10
2.2014-2015,8,8to10
2.2014-2015,6.5,5to8
2.2014-2015,6.5,5to8
2.2014-2015,8,8to10
2.2014-2015,6,5to8
2.2014-2015,8,8to10
2.2014-2015,8.5,8to10
2.2014-2015,6.5,5to8
2.2013-2014,8,8to10
2.2014-2015,8.5,8to10
2.2014-2015,0,0to5
2.2014-2015,8.5,8to10
2.2014-2015,5.5,5to8
2.2014-2015,0,0to5
2.2014-2015,8.5,8to10
2.2014-2015,6.5,5to8
2.2014-2015,0,0to5
2.2014-2015,6,5to8
2.2014-2015,0,0to5
2.2014-2015,7.5,5to8
2.2014-2015,9,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8,8to10
2.2014-2015,8.5,8to10
2.2014-2015,6.5,5to8
2.2014-2015,8.5,8to10
2.2014-2015,8,8to10
2.2014-2015,6,5to8
2.2014-2015,7.5,5to8
2.2014-2015,0,0to5
2.2014-2015,7,5to8
2.2014-2015,7,5to8
2.2014-2015,5.5,5to8
2.2014-2015,6,5to8
2.2014-2015,0,0to5
2.2014-2015,8,8to10
2.2013-2014,8,8to10
2.2013-2014,8,8to10
2.2013-2014,6.5,5to8
2.2013-2014,0,0to5
2.2013-2014,0,0to5
2.2012-2013,9.5,8to10
2.2013-2014,7.5,5to8
2.2013-2014,8.5,8to10
2.2013-2014,7,5to8
2.2013-2014,7,5to8
2.2013-2014,7,5to8
2.2013-2014,8,8to10
2.2013-2014,5,5to8
2.2013-2014,6.5,5to8
2.2013-2014,8.8,8to10
2.2013-2014,8.5,8to10
2.2013-2014,7.5,5to8
2.2013-2014,0,0to5
2.2013-2014,5,5to8
2.2013-2014,0,0to5
2.2014-2015,9,8to10
2.2013-2014,8.5,8to10
2.2013-2014,7,5to8
2.2013-2014,6,5to8
2.2012-2013,8.8,8to10
2.2013-2014,8.5,8to10
2.2012-2013,9,8to10
2.2012-2013,8.5,8to10
2.2012-2013,4,0to5
2.2012-2013,4,0to5
2.2012-2013,9,8to10
2.2012-2013,7,5to8
2.2012-2013,8.5,8to10
2.2012-2013,9.5,8to10
2.2012-2013,9,8to10
2.2012-2013,7.5,5to8
2.2012-2013,9,8to10
2.2012-2013,8,8to10
2.2012-2013,7,5to8
2.2012-2013,0,0to5
2.2012-2013,9,8to10
2.2012-2013,8.5,8to10
2.2012-2013,7.5,5to8
2.2012-2013,4,0to5
2.2012-2013,7.5,5to8
2.2012-2013,8.5,8to10
2.2013-2014,8,8to10
2.2012-2013,8,8to10
2.2012-2013,9,8to10
2.2012-2013,7.5,5to8
2.2012-2013,8,8to10
2.2011-2012,8,8to10
2.2011-2012,8.5,8to10
2.2011-2012,8,8to10
2.2011-2012,6,5to8
2.2011-2012,8.5,8to10
2.2011-2012,8.5,8to10
2.2011-2012,2,0to5
2.2011-2012,7.2,5to8
2.2011-2012,6.5,5to8
2.2011-2012,8,8to10
2.2011-2012,4.5,0to5
2.2011-2012,8,8to10
2.2011-2012,9.5,8to10
2.2011-2012,8,8to10
2.2011-2012,0,0to5
2.2011-2012,8.5,8to10
2.2011-2012,8.4,8to10
2.2011-2012,10,8to10
2.2011-2012,0,0to5
2.2011-2012,8,8to10
2.2011-2012,0,0to5
2.2011-2012,0,0to5
2.2012-2013,2.8,0to5
2.2011-2012,6.5,5to8
2.2011-2012,8,8to10
2.2010-2011,8,8to10
2.2010-2011,5,5to8
2.2010-2011,8,8to10
2.2010-2011,9,8to10
2.2010-2011,9,8to10
2.2010-2011,6,5to8
2.2010-2011,9,8to10
2.2010-2011,8.5,8to10
2.2010-2011,8,8to10
2.2010-2011,8,8to10
2.2010-2011,8,8to10
2.2010-2011,8,8to10
2.2010-2011,5,5to8
2.2010-2011,9,8to10
2.2010-2011,8,8to10
2.2010-2011,8,8to10
2.2010-2011,8,8to10
2.2010-2011,8.5,8to10
2.2010-2011,9,8to10
2.2010-2011,9,8to10
2.2010-2011,9,8to10
2.2010-2011,9,8to10
2.2010-2011,8,8to10
2.2010-2011,9,8to10
2.2010-2011,0,0to5
2.2010-2011,8,8to10
2.2010-2011,5,5to8
2.2010-2011,9,8to10
2.2010-2011,6,5to8
2.2010-2011,8,8to10
2.2010-2011,9,8to10
2.2010-2011,8,8to10
2.2010-2011,7.5,5to8
2.2010-2011,0,0to5
2.2010-2011,7.5,5to8
2.2010-2011,6,5to8
2.2010-2011,6,5to8
2.2010-2011,5,5to8
2.2010-2011,8.4,8to10
2.2010-2011,9,8to10
2.2010-2011,8,8to10
2.2010-2011,8,8to10
2.2010-2011,6,5to8
2.2010-2011,7,5to8
2.2010-2011,7.5,5to8
2.2010-2011,8,8to10
2.2010-2011,7.5,5to8
2.2010-2011,6,5to8
2.2010-2011,7,5to8
2.2010-2011,9,8to10
2.2010-2011,5,5to8
2.2010-2011,7,5to8
2.2010-2011,7.5,5to8
