Semester,Score,Score Range
1.2014-2015,2.6,0to5
1.2015-2016,0,0to5
1.2015-2016,6.4,5to8
1.2015-2016,7.4,5to8
1.2015-2016,7.5,5to8
1.2015-2016,6.8,5to8
1.2015-2016,6.7,5to8
1.2014-2015,7.6,5to8
1.2015-2016,8.7,8to10
1.2015-2016,9,8to10
1.2015-2016,7.9,5to8
1.2015-2016,7.9,5to8
1.2015-2016,5.8,5to8
1.2015-2016,6.2,5to8
1.2015-2016,6.4,5to8
1.2014-2015,0,0to5
1.2015-2016,8.6,8to10
1.2015-2016,1.2,0to5
1.2015-2016,6.2,5to8
1.2014-2015,7.8,5to8
1.2015-2016,5.8,5to8
1.2015-2016,7.6,5to8
1.2014-2015,5.2,5to8
1.2015-2016,8.6,8to10
1.2015-2016,8.8,8to10
1.2015-2016,9,8to10
1.2015-2016,8.2,8to10
1.2015-2016,7.6,5to8
1.2015-2016,5.8,5to8
1.2015-2016,6.8,5to8
1.2015-2016,7.6,5to8
1.2015-2016,7.9,5to8
1.2015-2016,7,5to8
1.2015-2016,7.2,5to8
1.2015-2016,6.4,5to8
1.2015-2016,0,0to5
1.2015-2016,8,8to10
1.2015-2016,8.2,8to10
1.2015-2016,8.3,8to10
1.2014-2015,5.4,5to8
1.2015-2016,6.4,5to8
1.2015-2016,7.9,5to8
1.2015-2016,7.6,5to8
1.2015-2016,6.4,5to8
1.2015-2016,7.1,5to8
1.2015-2016,7.3,5to8
1.2015-2016,7.6,5to8
1.2015-2016,8.3,8to10
1.2015-2016,8.8,8to10
1.2015-2016,8.2,8to10
1.2014-2015,9.7,8to10
1.2014-2015,7.3,5to8
1.2014-2015,8.2,8to10
1.2014-2015,5.8,5to8
1.2014-2015,8,8to10
1.2014-2015,8.6,8to10
1.2014-2015,7.6,5to8
1.2014-2015,8.5,8to10
1.2014-2015,7,5to8
1.2014-2015,8.6,8to10
1.2014-2015,9.4,8to10
1.2014-2015,6.4,5to8
1.2014-2015,8.2,8to10
1.2014-2015,0,0to5
1.2014-2015,5.9,5to8
1.2014-2015,7,5to8
1.2014-2015,8.6,8to10
1.2014-2015,8.8,8to10
1.2014-2015,7.2,5to8
1.2014-2015,7,5to8
1.2014-2015,8.2,8to10
1.2014-2015,5,5to8
1.2014-2015,6.8,5to8
1.2014-2015,7.1,5to8
1.2014-2015,6.8,5to8
1.2014-2015,6.2,5to8
1.2014-2015,6.2,5to8
1.2014-2015,5,5to8
1.2014-2015,6.2,5to8
1.2014-2015,7.4,5to8
1.2014-2015,6.6,5to8
1.2015-2016,0,0to5
1.2014-2015,6.9,5to8
1.2014-2015,6.5,5to8
1.2014-2015,7.7,5to8
1.2014-2015,7,5to8
1.2014-2015,8.6,8to10
1.2014-2015,6.4,5to8
1.2014-2015,6.4,5to8
1.2014-2015,7.5,5to8
1.2014-2015,8.3,8to10
1.2014-2015,9.1,8to10
1.2014-2015,6.8,5to8
1.2014-2015,7.6,5to8
1.2014-2015,7.4,5to8
1.2014-2015,7.2,5to8
1.2014-2015,7.4,5to8
1.2014-2015,7.3,5to8
1.2014-2015,5.1,5to8
1.2014-2015,8.5,8to10
1.2014-2015,8.3,8to10
1.2014-2015,7.9,5to8
1.2014-2015,8,8to10
1.2014-2015,0,0to5
1.2014-2015,7.9,5to8
1.2014-2015,7,5to8
1.2014-2015,7.7,5to8
1.2014-2015,7.5,5to8
1.2014-2015,0,0to5
1.2014-2015,7.1,5to8
1.2015-2016,0,0to5
1.2014-2015,7.9,5to8
1.2014-2015,8.1,8to10
1.2014-2015,7.2,5to8
1.2014-2015,8.4,8to10
1.2014-2015,6.6,5to8
1.2014-2015,5,5to8
1.2014-2015,0,0to5
1.2015-2016,8.1,8to10
1.2014-2015,8.6,8to10
1.2014-2015,8,8to10
1.2014-2015,7.2,5to8
1.2015-2016,8.3,8to10
1.2013-2014,5.2,5to8
1.2013-2014,7,5to8
1.2013-2014,4.1,0to5
1.2013-2014,6.5,5to8
1.2013-2014,7.4,5to8
1.2014-2015,8.9,8to10
1.2013-2014,0,0to5
1.2013-2014,0,0to5
1.2013-2014,4.8,0to5
1.2013-2014,6.1,5to8
1.2013-2014,4.1,0to5
1.2014-2015,5.9,5to8
1.2013-2014,5.7,5to8
1.2013-2014,7.5,5to8
1.2013-2014,9.5,8to10
1.2013-2014,4,0to5
1.2012-2013,5,5to8
1.2012-2013,7.8,5to8
1.2012-2013,5.6,5to8
1.2012-2013,8,8to10
1.2012-2013,9,8to10
1.2012-2013,8,8to10
1.2012-2013,5.8,5to8
1.2012-2013,5.6,5to8
1.2012-2013,5.6,5to8
1.2012-2013,6.7,5to8
1.2012-2013,7.4,5to8
1.2011-2012,3.6,0to5
1.2011-2012,7.2,5to8
1.2011-2012,6.2,5to8
1.2011-2012,9.2,8to10
1.2011-2012,5.9,5to8
1.2011-2012,5.4,5to8
1.2011-2012,4.9,0to5
1.2011-2012,8.4,8to10
1.2011-2012,3.7,0to5
1.2011-2012,8.4,8to10
1.2011-2012,6.5,5to8
