Semester,Score,Score Range
2.2013-2014,10,8to10
2.2013-2014,10,8to10
2.2013-2014,9.7,8to10
2.2013-2014,7.9,5to8
2.2013-2014,6.9,5to8
2.2013-2014,0,0to5
2.2012-2013,0,0to5
2.2012-2013,0,0to5
2.2013-2014,0,0to5
2.2013-2014,0,0to5
2.2013-2014,0,0to5
2.2013-2014,0,0to5
2.2012-2013,7.2,5to8
2.2011-2012,9.7,8to10
2.2011-2012,1.6,0to5
1.2011-2012,8.6,8to10
2.2012-2013,10,8to10
2.2012-2013,0,0to5
2.2011-2012,0,0to5
2.2011-2012,7.9,5to8
2.2011-2012,0,0to5
2.2011-2012,8.6,8to10
2.2011-2012,6.6,5to8
2.2011-2012,6.6,5to8
2.2011-2012,0,0to5
2.2012-2013,10,8to10
2.2011-2012,10,8to10
2.2012-2013,8.6,8to10
2.2011-2012,1.8,0to5
1.2011-2012,2.8,0to5
2.2012-2013,0,0to5
2.2011-2012,6.6,5to8
2.2011-2012,0,0to5
2.2011-2012,0,0to5
2.2012-2013,7.2,5to8
2.2011-2012,10,8to10
2.2012-2013,9,8to10
2.2011-2012,5.9,5to8
2.2012-2013,2,0to5
2.2012-2013,9.7,8to10
2.2011-2012,6.6,5to8
2.2011-2012,0,0to5
2.2011-2012,0,0to5
2.2011-2012,10,8to10
2.2011-2012,0,0to5
2.2011-2012,6.5,5to8
2.2011-2012,10,8to10
2.2011-2012,9.7,8to10
2.2011-2012,9.3,8to10
2.2011-2012,9.3,8to10
2.2011-2012,0,0to5
2.2013-2014,10,8to10
2.2011-2012,9.3,8to10
2.2011-2012,7.6,5to8
2.2011-2012,6.5,5to8
2.2011-2012,2,0to5
2.2011-2012,10,8to10
2.2011-2012,0,0to5
2.2011-2012,10,8to10
2.2012-2013,10,8to10
2.2012-2013,0,0to5
2.2011-2012,7.2,5to8
2.2011-2012,6.5,5to8
2.2011-2012,8.6,8to10
2.2011-2012,0,0to5
2.2012-2013,4.8,0to5
2.2011-2012,8.6,8to10
2.2011-2012,0,0to5
2.2011-2012,0,0to5
2.2011-2012,2.8,0to5
2.2012-2013,9.3,8to10
2.2011-2012,7.4,5to8
1.2011-2012,10,8to10
2.2011-2012,4.4,0to5
2.2011-2012,10,8to10
1.2011-2012,9.8,8to10
2.2011-2012,10,8to10
1.2011-2012,0,0to5
1.2011-2012,0,0to5
